WKT,Категория,Категория #,Град/район,Име,name,description,Категория #
"LINESTRING (27.4718677 42.4911933, 27.4716343 42.4911814, 27.4709128 42.4910529, 27.4673167 42.4902528, 27.4669358 42.4902014, 27.4665281 42.4901757, 27.4660883 42.4902232, 27.4643761 42.4905143, 27.4613811 42.491443)",,1.0,Бургас,бул. Иван Вазов,,,
"LINESTRING (27.4812407 42.4930993, 27.4791255 42.4907847, 27.478982 42.4908322, 27.4788533 42.4908411, 27.4786709 42.4909004, 27.4786132 42.4908124, 27.4786024 42.4906621, 27.4785689 42.4906453, 27.4755931 42.4906521)",,1.0,Бургас,Line 530,,,
"LINESTRING (27.481519 42.4967241, 27.481582 42.4968655, 27.4815178 42.4986394, 27.4815713 42.4987254, 27.4815733 42.4990967, 27.4817613 42.4996556, 27.4818713 42.499795, 27.4821019 42.5003873, 27.4821942 42.5010575, 27.48217 42.5010971, 27.4820507 42.5011159, 27.4819729 42.5011564, 27.4819139 42.5012039, 27.481867 42.5013265, 27.4819286 42.5014372, 27.4824018 42.5031251, 27.4827248 42.5046628, 27.4826843 42.504946, 27.483279 42.5061927, 27.4821934 42.506784, 27.4834977 42.5084212, 27.4831141 42.5084016)",,1.0,Бургас,Морска градина,,,
"LINESTRING (27.4611085 42.4914496, 27.4567316 42.4905802, 27.4556192 42.4904375, 27.4555294 42.490392)",,2.0,Бургас,ул. Индустриална,,,
"LINESTRING (27.4557536 42.490666, 27.456974 42.4908411, 27.4607251 42.491597, 27.4609048 42.4916276, 27.461055 42.4916801)",,2.0,Бургас,ул. Индустриална,,,
"LINESTRING (27.4460663 42.4852455, 27.4545622 42.4902548, 27.454986 42.4906524, 27.4552672 42.4906321, 27.4557536 42.490666)",,,Бургас,Line 534,,,
"LINESTRING (27.4504989 42.4931471, 27.4503272 42.4931254, 27.4501797 42.4930601, 27.4491497 42.4921998, 27.4437093 42.4872942, 27.4435939 42.4869837, 27.4423682 42.4858851, 27.4422073 42.4859108, 27.4408358 42.4846667, 27.4388595 42.4827145, 27.4381244 42.4819075, 27.4369601 42.4801936, 27.4370124 42.4801333, 27.4364192 42.4788595, 27.4361953 42.478176, 27.4360078 42.4774425, 27.4358482 42.4767142, 27.435791 42.4759653, 27.4358473 42.4747447, 27.4358881 42.4746462, 27.4362555 42.4744128, 27.4363829 42.4743821, 27.4365103 42.4744405)",,1.0,Бургас,бул. Тодор Александров,,,
"LINESTRING (27.4557536 42.490666, 27.4553084 42.4906479, 27.4550684 42.4906677, 27.4547224 42.4907389, 27.4545601 42.490821, 27.4543388 42.4909762, 27.4534637 42.4914746, 27.4531336 42.4917217, 27.4510714 42.4931419, 27.4508877 42.4932877, 27.4507844 42.4934123, 27.4507583 42.493525, 27.4504994 42.493304, 27.4504989 42.4931471)",,1.0,Бургас,ул. Спортна,,,
"LINESTRING (27.4698637 42.5311382, 27.4697732 42.5310082, 27.4694694 42.530772, 27.4693629 42.5306548, 27.469206 42.53038, 27.4689395 42.5295572, 27.4687598 42.5286936, 27.4684802 42.5261904, 27.4687071 42.5193449, 27.4688687 42.5178255, 27.4696311 42.5162903, 27.4714347 42.5138366, 27.4733036 42.5128202, 27.4745309 42.5123848)",,1.0,Бургас,Line 537,,,
"LINESTRING (27.4687068 42.5193524, 27.4674427 42.5194918, 27.4668038 42.5198085, 27.4663317 42.5202426, 27.4663605 42.5204041, 27.4659635 42.5202499, 27.465541 42.5208788, 27.465313 42.5208521, 27.4616464 42.5174122, 27.4615742 42.5171591, 27.4615876 42.5169475, 27.4647847 42.5130624, 27.4653612 42.5123409)",,1.0,Бургас,Line 538,,,
"LINESTRING (23.0943225 42.0166269, 23.089956 42.0120982, 23.0899413 42.0120434, 23.0899882 42.0119428, 23.0920017 42.0108153)",,1.0,Благоевград,Line 539,,,
"LINESTRING (23.0918257 42.0109404, 23.0917265 42.011064, 23.091764 42.0113211, 23.0919357 42.0115801, 23.0921047 42.011614, 23.092515 42.012188, 23.0946886 42.0144096)",,2.0,Благоевград,Line 540,,,
"LINESTRING (27.7023273 42.6536725, 27.7024266 42.654001, 27.7024413 42.654148, 27.7019239 42.6613849, 27.7017924 42.6616383, 27.7016369 42.6617725, 27.7013633 42.6618888, 27.7009717 42.6619026, 27.6998934 42.6616304, 27.6995782 42.6616077, 27.6992523 42.6616866, 27.6989331 42.6619036, 27.6987829 42.6622665, 27.6988205 42.6628306, 27.6987776 42.6631501, 27.6986488 42.6635209)",,1.0,Бургас,Line 541,,,
"LINESTRING (27.6052601 42.5790217, 27.6031827 42.5814803, 27.6029484 42.5818603, 27.6020384 42.5839649, 27.6016217 42.5847859, 27.6004255 42.5862847, 27.5989181 42.5877263, 27.5984406 42.5883523, 27.5980705 42.5884175)",,1.0,Бургас,Line 542,,,
"LINESTRING (27.5978706 42.5886929, 27.5980852 42.5889516, 27.5980798 42.5890444, 27.5956879 42.5943911, 27.5935 42.5995203, 27.592808 42.6007483, 27.585625 42.6080724, 27.5853836 42.6084149, 27.5801841 42.6163749, 27.5800071 42.6167835, 27.5793169 42.6200511, 27.5781247 42.6231685)",,1.0,Бургас,Line 543,,,
"LINESTRING (23.5534609 42.3269759, 23.5535682 42.3318142, 23.5536325 42.336898, 23.5535896 42.3390552)",,1.0,София,Line 544,,,
"LINESTRING (23.5543435 42.3274607, 23.5544078 42.3315931)",,1.0,София,Line 545,,,
"LINESTRING (27.4672535 42.5104128, 27.4674587 42.5103881, 27.4677631 42.5102497, 27.4679535 42.5101192, 27.4775238 42.5007697)",,1.0,Бургас,бул. Демокрация,,,
"LINESTRING (27.4613385 42.4919587, 27.4584764 42.5001989, 27.4584778 42.5003621, 27.4585878 42.5005641, 27.4587206 42.5006739, 27.4588742 42.5009959, 27.4602442 42.5022713, 27.4603025 42.5022911, 27.4602595 42.5023831, 27.4604486 42.5024325, 27.4606275 42.5027004, 27.4623013 42.5043778, 27.4624878 42.5045904, 27.4625937 42.5046181, 27.4626836 42.5046082, 27.4632696 42.5044312, 27.4635705 42.5042312, 27.4636585 42.5042743, 27.4638719 42.5041539, 27.464105 42.5040515, 27.4642188 42.5040212, 27.465396 42.5034906)",,1.0,Бургас,Line 547,,,
"LINESTRING (27.4652266 42.5037741, 27.4630846 42.5047576, 27.4628614 42.5048505, 27.4627842 42.5049039, 27.4627413 42.5049979, 27.4628527 42.5055116, 27.4629586 42.5057231, 27.4629932 42.5060577, 27.4634642 42.5077025, 27.4635661 42.5077529, 27.4648495 42.5076274, 27.4675272 42.5072456)",,1.0,Бургас,Line 548,,,
"LINESTRING (27.4685579 42.5078716, 27.4683359 42.5084321, 27.4683044 42.5085562, 27.4678048 42.5093804)",,1.0,Бургас,Line 549,,,
"LINESTRING (27.4722185 42.4981279, 27.4737864 42.4985066, 27.4741941 42.498654, 27.4774706 42.5004749, 27.4775243 42.5005589, 27.4776329 42.5006242, 27.4775238 42.5007697)",,1.0,Бургас,Line 550,,,
"LINESTRING (27.4840584 42.5099887, 27.4853866 42.515005, 27.4872269 42.5210537, 27.488711 42.524654, 27.4899483 42.5274678, 27.4906183 42.5283323, 27.4929453 42.5328268, 27.4928998 42.532965, 27.4934409 42.5337674, 27.4943189 42.5344261, 27.5036763 42.5465199, 27.5094721 42.5512701, 27.5146677 42.5541231)",,,Бургас,Line 551,,,
"LINESTRING (26.918942 43.2804943, 26.9235732 43.2797509, 26.9241687 43.2794716, 26.9244436 43.2791932, 26.9245187 43.2790096, 26.9247994 43.2787924, 26.9260713 43.2774708, 26.9261115 43.27734, 26.926369 43.2772765, 26.9294371 43.2759091)",,1.0,Шумен,ул. Марица,,,
"LINESTRING (22.6912089 42.280989, 22.6870638 42.2796632)",,3.0,Кюстендил,ул. Демокрация,,,
"LINESTRING (27.5149336 42.5542783, 27.5171998 42.555769, 27.517822 42.5560219, 27.5197294 42.5575922)",,1.0,Бургас,Line 553,,,
"LINESTRING (23.0848286 42.0145613, 23.0894725 42.0120121, 23.0894845 42.0118407, 23.089624 42.011766, 23.0898976 42.0118019, 23.0899882 42.0119428)",,1.0,Благоевград,бул. Св. Димитър Солунски,,,
"LINESTRING (27.4582606 42.5198812, 27.4564877 42.5219441, 27.4544467 42.5242169, 27.4522284 42.5264896, 27.4520835 42.526545, 27.451831 42.5265579, 27.4514527 42.5264033, 27.4510839 42.5261935, 27.4502101 42.5257308, 27.4501059 42.525792, 27.4403944 42.5206146, 27.4403599 42.5205392, 27.4403523 42.5204577, 27.440417 42.5203664, 27.4405462 42.5202988, 27.4576636 42.5124934)",,1.0,Бургас,Line 555,,,
"LINESTRING (27.4602838 42.5112146, 27.4605011 42.5110801, 27.4635038 42.5097709, 27.4636339 42.5098095, 27.4639195 42.509763, 27.4634505 42.5079557, 27.4634642 42.5077025)",,1.0,Бургас,Line 556,,,
"LINESTRING (27.4483335 42.5167512, 27.4494667 42.5182181, 27.4504027 42.5190074, 27.4509914 42.5194677, 27.4519074 42.5200064, 27.4538883 42.5209684, 27.4564877 42.5219441)",,1.0,Бургас,Line 557,,,
"LINESTRING (25.39608 42.62596 0.0, 25.39594 42.62613 0.0, 25.39583 42.62623 0.0, 25.39579 42.62627 0.0, 25.3957 42.62633 0.0, 25.39548 42.62642 0.0, 25.39544 42.62644 0.0, 25.39527 42.62651 0.0, 25.39509 42.62655 0.0, 25.3948 42.6266 0.0, 25.39454 42.6266 0.0, 25.3945 42.6266 0.0, 25.39304 42.62676 0.0, 25.39253 42.62682 0.0, 25.39236 42.62684 0.0, 25.39222 42.62686 0.0, 25.39136 42.62693 0.0, 25.39034 42.62702 0.0, 25.38848 42.6272 0.0)",,1.0,Стара Загора,ул. Капрони,,,
"LINESTRING (25.39217 42.62686 0.0, 25.39222 42.62686 0.0, 25.39214 42.62707 0.0, 25.39199 42.62749 0.0, 25.39196 42.62761 0.0, 25.39195 42.62766 0.0, 25.39192 42.62801 0.0, 25.39187 42.62887 0.0, 25.39187 42.62889 0.0, 25.39183 42.62936 0.0, 25.39182 42.62944 0.0, 25.3918 42.63049 0.0, 25.39176 42.63074 0.0, 25.3917 42.6309 0.0, 25.39168 42.63101 0.0, 25.39165 42.63109 0.0, 25.39164 42.63116 0.0, 25.39161 42.63127 0.0, 25.3916 42.63132 0.0, 25.39159 42.63147 0.0, 25.39157 42.63155 0.0, 25.39156 42.63161 0.0, 25.39155 42.63163 0.0, 25.39152 42.63171 0.0, 25.39146 42.63185 0.0, 25.39146 42.63186 0.0, 25.39136 42.63208 0.0, 25.39131 42.6322 0.0, 25.39129 42.63227 0.0, 25.39129 42.63232 0.0, 25.39129 42.6324 0.0, 25.39132 42.63257 0.0, 25.39139 42.63277 0.0, 25.39146 42.6329 0.0, 25.39152 42.63299 0.0, 25.39163 42.63319 0.0, 25.39165 42.63323 0.0, 25.39172 42.63331 0.0, 25.39189 42.6335 0.0, 25.39213 42.63373 0.0, 25.39225 42.63384 0.0, 25.39228 42.63387 0.0, 25.3923 42.6339 0.0, 25.39231 42.63393 0.0, 25.39233 42.63397 0.0, 25.3925 42.63404 0.0, 25.39268 42.63416 0.0, 25.39281 42.63426 0.0, 25.39292 42.6344 0.0, 25.39298 42.63452 0.0, 25.39302 42.63463 0.0, 25.39312 42.63501 0.0, 25.39315 42.6351 0.0, 25.39373 42.63745 0.0, 25.39396 42.63837 0.0, 25.39412 42.639 0.0, 25.39462 42.64098 0.0, 25.39541 42.6441 0.0, 25.39554 42.64446 0.0, 25.39565 42.64479 0.0, 25.39572 42.64499 0.0, 25.39586 42.64533 0.0, 25.3959 42.64542 0.0, 25.39611 42.64586 0.0, 25.39628 42.64616 0.0, 25.39643 42.64641 0.0, 25.39647 42.64648 0.0, 25.39856 42.64995 0.0, 25.39944 42.65137 0.0, 25.39962 42.65167 0.0, 25.40291 42.65709 0.0, 25.40307 42.65734 0.0, 25.40356 42.65816 0.0, 25.4039 42.65875 0.0, 25.40429 42.65939 0.0, 25.40468 42.66005 0.0, 25.40514 42.66081 0.0, 25.40533 42.6611 0.0, 25.40536 42.66114 0.0, 25.40542 42.66125 0.0, 25.40546 42.66131 0.0, 25.40551 42.66139 0.0, 25.40566 42.66163 0.0, 25.40574 42.66175 0.0, 25.40577 42.6618 0.0, 25.40608 42.66229 0.0, 25.40614 42.66242 0.0, 25.40651 42.66317 0.0, 25.40678 42.66369 0.0, 25.40678 42.6637 0.0, 25.40702 42.6641 0.0, 25.40712 42.66424 0.0, 25.40729 42.66441 0.0, 25.40741 42.66452 0.0, 25.40763 42.6647 0.0, 25.40801 42.66501 0.0, 25.40812 42.66513 0.0, 25.40817 42.66524 0.0, 25.40819 42.66528 0.0, 25.40822 42.66544 0.0, 25.40822 42.66548 0.0, 25.40823 42.66563 0.0, 25.40823 42.66566 0.0, 25.40825 42.66584 0.0, 25.4083 42.66624 0.0, 25.40831 42.66628 0.0)",,1.0,Стара Загора,ул. Орешака,,,
"LINESTRING (25.34434 42.70341 0.0, 25.34465 42.70308 0.0, 25.34544 42.70228 0.0, 25.34548 42.70224 0.0, 25.34557 42.70216 0.0, 25.34573 42.70201 0.0, 25.34589 42.70186 0.0, 25.34602 42.70175 0.0, 25.34629 42.70151 0.0, 25.34673 42.70114 0.0, 25.34791 42.70018 0.0, 25.34854 42.69968 0.0, 25.34871 42.69955 0.0, 25.34873 42.69953 0.0, 25.3498 42.69867 0.0, 25.35139 42.69741 0.0, 25.35187 42.69704 0.0, 25.35267 42.6964 0.0, 25.3543 42.6951 0.0, 25.35439 42.69503 0.0, 25.35447 42.69497 0.0, 25.35586 42.69387 0.0, 25.35622 42.69361 0.0, 25.3567 42.69326 0.0, 25.35696 42.69309 0.0, 25.35754 42.6927 0.0, 25.35757 42.69268 0.0, 25.35819 42.69228 0.0, 25.35931 42.69162 0.0, 25.35944 42.69155 0.0, 25.35996 42.69124 0.0, 25.36089 42.69067 0.0, 25.36137 42.69037 0.0, 25.3616 42.69022 0.0, 25.36178 42.6901 0.0, 25.36214 42.68986 0.0, 25.36242 42.68965 0.0, 25.36261 42.6895 0.0, 25.36275 42.68939 0.0, 25.36276 42.68938 0.0, 25.36279 42.68936 0.0, 25.36302 42.68918 0.0, 25.36324 42.68899 0.0, 25.36336 42.68888 0.0, 25.36358 42.6887 0.0, 25.36399 42.68833 0.0, 25.36432 42.68801 0.0, 25.36484 42.68752 0.0, 25.36535 42.68702 0.0, 25.36586 42.68651 0.0, 25.36658 42.68579 0.0, 25.36711 42.68527 0.0, 25.3673 42.68509 0.0, 25.36769 42.6847 0.0, 25.36784 42.68455 0.0, 25.36793 42.68446 0.0, 25.36798 42.68441 0.0, 25.368 42.68439 0.0, 25.36812 42.68426 0.0, 25.36826 42.68412 0.0, 25.36851 42.68386 0.0, 25.36857 42.6838 0.0, 25.36886 42.68348 0.0, 25.36904 42.68327 0.0, 25.36937 42.68287 0.0, 25.36958 42.6826 0.0, 25.36971 42.68243 0.0, 25.36972 42.68237 0.0, 25.36974 42.68233 0.0, 25.37006 42.68187 0.0, 25.37007 42.68185 0.0, 25.37048 42.68126 0.0, 25.371 42.68049 0.0, 25.37111 42.68038 0.0, 25.37118 42.68027 0.0, 25.37144 42.67988 0.0, 25.37148 42.67982 0.0, 25.3719 42.6792 0.0, 25.37214 42.67884 0.0, 25.37229 42.67859 0.0, 25.37248 42.67826 0.0, 25.37256 42.67811 0.0, 25.37261 42.67801 0.0, 25.37269 42.67783 0.0, 25.37276 42.67766 0.0, 25.37286 42.67739 0.0, 25.37291 42.67725 0.0, 25.37297 42.67705 0.0, 25.373 42.6769 0.0, 25.37304 42.67674 0.0, 25.37309 42.67652 0.0, 25.37311 42.67633 0.0, 25.37315 42.67601 0.0, 25.37317 42.67577 0.0, 25.37317 42.67559 0.0, 25.37316 42.67541 0.0, 25.37316 42.67535 0.0, 25.37315 42.67523 0.0, 25.37313 42.675 0.0, 25.37309 42.67474 0.0, 25.37305 42.67449 0.0, 25.37299 42.67421 0.0, 25.37288 42.67384 0.0, 25.37281 42.67364 0.0, 25.37275 42.67348 0.0, 25.37266 42.67327 0.0, 25.37244 42.67281 0.0, 25.37219 42.67232 0.0, 25.37175 42.67143 0.0, 25.3717 42.67131 0.0, 25.37152 42.67097 0.0, 25.37146 42.67085 0.0, 25.37138 42.67067 0.0, 25.37131 42.67055 0.0, 25.37127 42.67045 0.0, 25.37123 42.67037 0.0, 25.37117 42.67023 0.0, 25.37113 42.67013 0.0, 25.37106 42.66996 0.0, 25.371 42.66982 0.0, 25.37095 42.66967 0.0, 25.3709 42.66951 0.0, 25.37089 42.66949 0.0, 25.37088 42.66945 0.0, 25.37085 42.66935 0.0, 25.37083 42.66925 0.0, 25.3708 42.66914 0.0, 25.37078 42.66902 0.0, 25.37075 42.66884 0.0, 25.37072 42.66866 0.0, 25.37071 42.66851 0.0, 25.37069 42.66834 0.0, 25.37069 42.6683 0.0, 25.37069 42.66826 0.0, 25.37069 42.66818 0.0, 25.3707 42.66801 0.0, 25.3707 42.6679 0.0, 25.37072 42.66774 0.0, 25.37073 42.66759 0.0, 25.37076 42.66744 0.0, 25.37086 42.66703 0.0, 25.37089 42.66696 0.0, 25.37089 42.66688 0.0, 25.37092 42.6668 0.0, 25.37096 42.6667 0.0, 25.37103 42.66652 0.0, 25.37107 42.66643 0.0, 25.37109 42.66639 0.0, 25.3712 42.66617 0.0, 25.37128 42.66601 0.0, 25.37132 42.66594 0.0, 25.37137 42.66584 0.0, 25.37148 42.66571 0.0, 25.37159 42.66556 0.0, 25.37171 42.66542 0.0, 25.37186 42.66525 0.0, 25.37202 42.66507 0.0, 25.37216 42.66493 0.0, 25.37229 42.6648 0.0, 25.37232 42.66478 0.0, 25.37247 42.66462 0.0, 25.37313 42.66397 0.0, 25.3733 42.66381 0.0, 25.37445 42.66272 0.0, 25.37537 42.66185 0.0, 25.37605 42.66122 0.0, 25.37671 42.66058 0.0, 25.37677 42.66052 0.0, 25.37733 42.65996 0.0, 25.37763 42.65962 0.0, 25.37781 42.65937 0.0, 25.37786 42.65927 0.0, 25.37815 42.65873 0.0, 25.37835 42.65833 0.0, 25.37848 42.65805 0.0, 25.3785 42.65801 0.0, 25.3789 42.65713 0.0, 25.3794 42.65605 0.0, 25.37941 42.65604 0.0, 25.37955 42.65571 0.0, 25.37963 42.65549 0.0, 25.37969 42.65532 0.0, 25.37975 42.6551 0.0, 25.37982 42.65482 0.0, 25.37987 42.65457 0.0, 25.37989 42.65359 0.0, 25.37989 42.65341 0.0, 25.37988 42.65312 0.0, 25.37987 42.6526 0.0, 25.37984 42.65202 0.0, 25.37984 42.65196 0.0, 25.37983 42.65171 0.0, 25.37981 42.6508 0.0, 25.37976 42.64954 0.0, 25.37975 42.64916 0.0, 25.37975 42.64901 0.0, 25.37975 42.64878 0.0, 25.37974 42.64825 0.0, 25.37978 42.64765 0.0, 25.37978 42.64762 0.0, 25.37984 42.6472 0.0, 25.3801 42.64631 0.0, 25.38033 42.64583 0.0, 25.38047 42.64554 0.0, 25.38071 42.64514 0.0, 25.38129 42.64429 0.0, 25.38141 42.64413 0.0, 25.38168 42.64377 0.0, 25.38208 42.64321 0.0, 25.383 42.64192 0.0, 25.38343 42.64135 0.0, 25.38444 42.63992 0.0, 25.38553 42.63842 0.0, 25.38645 42.63713 0.0, 25.38687 42.63654 0.0, 25.3874 42.63582 0.0, 25.38751 42.63565 0.0, 25.3876 42.63552 0.0, 25.38773 42.63531 0.0, 25.38783 42.63515 0.0, 25.38787 42.63508 0.0, 25.388 42.63484 0.0, 25.38813 42.63457 0.0, 25.38819 42.6344 0.0, 25.38824 42.63426 0.0, 25.38833 42.63398 0.0, 25.38838 42.63381 0.0, 25.38837 42.63377 0.0, 25.38837 42.63374 0.0, 25.38837 42.6337 0.0, 25.3884 42.63359 0.0, 25.38842 42.63346 0.0, 25.38843 42.63335 0.0, 25.38844 42.63325 0.0, 25.38845 42.63318 0.0, 25.38846 42.63303 0.0, 25.38849 42.63283 0.0, 25.3885 42.63267 0.0, 25.38851 42.63245 0.0, 25.38851 42.63232 0.0, 25.3885 42.63218 0.0, 25.38849 42.63202 0.0, 25.38848 42.63185 0.0, 25.38847 42.63175 0.0, 25.38846 42.63167 0.0, 25.38843 42.63143 0.0, 25.38832 42.63072 0.0, 25.38813 42.62948 0.0, 25.38811 42.62936 0.0, 25.38807 42.62901 0.0, 25.38806 42.62885 0.0, 25.38804 42.62855 0.0, 25.38804 42.62839 0.0, 25.38804 42.62832 0.0, 25.38804 42.62826 0.0, 25.38806 42.62811 0.0, 25.38809 42.62785 0.0, 25.38811 42.62766 0.0, 25.38818 42.62734 0.0)",,1.0,Стара Загора,E85,,,
"LINESTRING (25.4195 42.57917 0.0, 25.41934 42.57941 0.0, 25.41925 42.57956 0.0, 25.41875 42.5805 0.0, 25.41867 42.58065 0.0, 25.41825 42.58143 0.0, 25.41824 42.58145 0.0, 25.4177 42.58245 0.0, 25.41747 42.58288 0.0, 25.4173 42.58321 0.0, 25.41711 42.58353 0.0, 25.41691 42.58391 0.0, 25.41671 42.58429 0.0, 25.41662 42.58449 0.0, 25.41643 42.58498 0.0, 25.41631 42.58541 0.0, 25.41622 42.58586 0.0, 25.41604 42.58675 0.0, 25.41573 42.58829 0.0, 25.41535 42.59005 0.0, 25.41518 42.59142 0.0, 25.41518 42.59147 0.0, 25.41515 42.59172 0.0, 25.41513 42.59192 0.0, 25.41511 42.5921 0.0, 25.41508 42.59242 0.0, 25.41503 42.59267 0.0, 25.41495 42.59299 0.0, 25.41491 42.59316 0.0, 25.41471 42.59368 0.0, 25.41448 42.59426 0.0, 25.41445 42.59437 0.0, 25.41437 42.59458 0.0, 25.41397 42.59561 0.0, 25.41392 42.59574 0.0, 25.4139 42.59579 0.0, 25.41385 42.59591 0.0, 25.41325 42.59745 0.0, 25.41316 42.59769 0.0, 25.41303 42.59804 0.0, 25.41273 42.59879 0.0, 25.41271 42.59885 0.0, 25.41267 42.59898 0.0, 25.4119 42.60093 0.0, 25.41188 42.60099 0.0, 25.41173 42.60134 0.0, 25.41158 42.60175 0.0, 25.41143 42.6021 0.0, 25.41127 42.60243 0.0, 25.41123 42.60251 0.0, 25.41083 42.60323 0.0, 25.41072 42.60343 0.0, 25.41045 42.60392 0.0, 25.41006 42.6046 0.0, 25.40986 42.60497 0.0, 25.40947 42.6057 0.0, 25.40899 42.60656 0.0, 25.40893 42.60666 0.0, 25.4087 42.6071 0.0, 25.40839 42.6077 0.0, 25.40823 42.60801 0.0, 25.40802 42.60842 0.0, 25.408 42.60844 0.0, 25.4079 42.60863 0.0, 25.40759 42.6092 0.0, 25.40758 42.60921 0.0, 25.40758 42.60922 0.0, 25.40755 42.60928 0.0, 25.40754 42.6093 0.0, 25.40744 42.60946 0.0, 25.40734 42.60963 0.0, 25.40724 42.60979 0.0, 25.40675 42.61062 0.0, 25.4067 42.61069 0.0, 25.40665 42.61078 0.0, 25.40638 42.61128 0.0, 25.40628 42.61145 0.0, 25.40606 42.61183 0.0, 25.40575 42.61234 0.0, 25.4056 42.6126 0.0, 25.40483 42.61394 0.0, 25.40477 42.61404 0.0, 25.40468 42.61418 0.0, 25.40459 42.61431 0.0, 25.40455 42.61436 0.0, 25.40449 42.61444 0.0, 25.40447 42.61448 0.0, 25.40433 42.61464 0.0, 25.40433 42.61465 0.0, 25.40429 42.61471 0.0, 25.40412 42.6149 0.0, 25.40387 42.61519 0.0, 25.40372 42.61535 0.0, 25.40363 42.61544 0.0, 25.40314 42.61599 0.0, 25.40205 42.61726 0.0, 25.4019 42.61742 0.0, 25.4013 42.61807 0.0, 25.40118 42.61824 0.0)",Велоалеи,1.0,Стара Загора,Казанлък - р. Тунджа,,,
"LINESTRING (25.3888408 42.6237177, 25.3881021 42.6270033, 25.3885044 42.6270457, 25.389248 42.6237688)",,2.0,Стара Загора,бул. Освобождение,,,
"LINESTRING (23.309598 42.692033, 23.309936 42.691822, 23.310285 42.691757, 23.310784 42.691812, 23.311065 42.691979, 23.311186 42.692272, 23.311084 42.692621)",Велоалеи,1.0,София,Кръгово Руски паметник,,,
"LINESTRING (23.396644 42.656727, 23.3985878 42.6558344)",,5.0,София,Line 539,,,
"LINESTRING (23.3314367 42.6823596, 23.3306141 42.6853944)",,5.0,София,Line 539,,,
"LINESTRING (23.04733 43.0147 0.0, 23.04634 43.0164 0.0, 23.04415 43.01697 0.0, 23.04196 43.01653 0.0, 23.03774 43.01624 0.0, 23.03335 43.0166 0.0, 23.03197 43.01789 0.0, 23.03033 43.01975 0.0, 23.0296 43.01943 0.0, 23.02874 43.01915 0.0, 23.02525 43.02052 0.0, 23.02182 43.02205 0.0)",,3.0,София,,,,
"LINESTRING (23.02182 43.02205, 23.01903 43.01859, 23.01714 43.0176, 23.01704 43.01639, 23.01831 43.01567, 23.01775 43.01429, 23.01485 43.01339, 23.01316 43.01109, 23.01049 43.01151, 23.00834 43.01143, 23.00588 43.01172, 23.00377 43.01163, 23.00243 43.01212, 23.00185 43.01197, 23.00043 43.01268, 22.99984 43.01195, 22.99893 43.00995, 22.99757 43.00927, 22.99508 43.00848, 22.99383 43.00891, 22.9928 43.00884, 22.99191 43.00784, 22.99098 43.00743, 22.98803 43.00778, 22.98722 43.00893, 22.98614 43.00994, 22.98563 43.01003, 22.98207 43.01007, 22.98007 43.0105, 22.97573 43.01138, 22.97316 43.01175, 22.97019 43.01212, 22.96832 43.01229, 22.96498 43.01229, 22.96084 43.01271, 22.95839 43.01303, 22.95613 43.01299)",,4.0,София,,,,
"LINESTRING (23.02182 43.02205 0.0, 23.01939 43.02205 0.0, 23.01502 43.02128 0.0, 23.01371 43.02169 0.0, 23.01316 43.02246 0.0, 23.01311 43.02312 0.0, 23.01094 43.02283 0.0, 23.00853 43.02281 0.0, 23.00763 43.02247 0.0, 23.0066 43.02273 0.0, 23.00583 43.02373 0.0, 23.0049 43.02429 0.0, 23.00401 43.02571 0.0, 23.00434 43.02677 0.0, 23.00452 43.02747 0.0, 23.00337 43.02788 0.0, 23.00219 43.02741 0.0, 23.0013 43.0275 0.0, 23.00043 43.02915 0.0, 23.00051 43.03006 0.0, 23.00063 43.03078 0.0, 23.00017 43.03069 0.0, 22.99894 43.02961 0.0, 22.9984 43.02904 0.0, 22.99753 43.0293 0.0, 22.99474 43.03044 0.0, 22.99267 43.03238 0.0, 22.99081 43.03347 0.0, 22.98822 43.0334 0.0, 22.98669 43.03341 0.0, 22.98639 43.03379 0.0, 22.98685 43.03448 0.0, 22.98724 43.03515 0.0, 22.98697 43.03531 0.0, 22.98594 43.0354 0.0, 22.98539 43.03657 0.0, 22.98464 43.03754 0.0, 22.98324 43.03872 0.0, 22.98232 43.04025 0.0, 22.98239 43.04134 0.0, 22.98143 43.04235 0.0, 22.98137 43.04319 0.0, 22.98159 43.04321 0.0, 22.98211 43.04269 0.0, 22.98325 43.04252 0.0, 22.98505 43.04269 0.0, 22.98504 43.04286 0.0, 22.98385 43.04325 0.0, 22.98349 43.04367 0.0, 22.98367 43.04373 0.0, 22.98537 43.04334 0.0, 22.98707 43.0424 0.0, 22.9873 43.04246 0.0, 22.98703 43.04274 0.0, 22.98643 43.04356 0.0, 22.98548 43.04384 0.0, 22.98475 43.0443 0.0, 22.9849 43.04442 0.0, 22.98599 43.04396 0.0, 22.98688 43.04387 0.0, 22.98747 43.04333 0.0, 22.98771 43.04337 0.0, 22.98752 43.04367 0.0, 22.98636 43.04432 0.0, 22.9853 43.04494 0.0, 22.98473 43.04621 0.0, 22.98392 43.04751 0.0)",,4.0,София,,,,
"LINESTRING (23.04733 43.0147 0.0, 23.04394 43.00926 0.0, 23.0422 43.00561 0.0, 23.03832 42.99857 0.0, 23.03471 42.99486 0.0, 23.03036 42.99145 0.0)",,3.0,София,,,,
